Times,DRYCRK02,ENISH04,CHQSTCR01,BRSHYCR01,INDIAN02,SOAPCR02,HONEYCR01,ENDWY01,RLSTNCR01,BNNTTCR01,BVRCR01,TIPTNCR01,SQWCR03,SSKNK04,LAKECR01,CRANECR02,YELLOWRV01,TKYRV03,LTLTKY02,PRICECR01,CLRCRK03,WNBGORV01,POUDRERV01,DRYCR02,SKKMCHCK01,ONIONCR01,HRGVCR01,CLRCRKW01,BFFLOCR02,MDCRK01,CRANECR01,OTTERCR01,BLUECR01,MDDLRCCN02,MDDLRCCN03,BEARCRK01,NFCTFSH01,RAVENCR01,CHSLSCR01,WNISH03,NBEARCR01,ENISH05,WFLTLSIOUX01,INDCR03,SHLRK01,SHLRK03,CHQSTCR02,BEVRCRK01,LTLSIOUX04,WLLWCR02,DEERCR01,SHLRK04,OTTRCRK03,OTTRCRK04,SQWCR04,LTLCEDAR02,RHNCR01,SENGLSH01,WNBGORV04,PRICECR02,SFIOWA03,SCHQSTCR01,WNBGORV06,MAPLERV02,DEEPCRK01,OTTRCRK01,INDCR04,FLOYDRV02,PRAIRIE01,FOURMLE03,BEARCREEK01,LNGDCKCR01,MNTGMRY01,NWLNTCR02,CEDARRV04,DRYRNCRK01,INDCR01,LTLWLNT01,CLRCRKS01,WLNTCR02,BFFLOCR01,EFDSMNS01,SBVRCRK01,TRBLSM01,SOAPCR03,UIWARV01,HOOSRCR01,BOONERV01,CLRCRK02,DRYCR01,CEDARRV03,ELKRN01,CEDARRV05,MQKTARV02,DRYCRK01,TIPTNCR02,VLGARV01,RBRTSCR01,SHLRK05,NRCCNRV03,FOURMLE02,LTLSIOUX01,WNISH02,MRGNCR01,TKYRV01,WNBGORV05,SOAPCR01,INDIAN01,MDDLRCCN01,TKYRV02,BEAVER03,WAPSI03,MQKTARV05,MILLERCRK01,SKNKRV01,BRCHFLD01,LTLCEDAR01,LIMECR01,SSKNK03,OTTRCRK02,WNBGORV02,LTLWAPSI01,HEWITTCR01,BEAR01,NFMQKTA02,WOLFCRK01,MQKTARV03,ENISH02,IOWARV01,BEVRCRK02,WALNUTCR01,MUDCR01,CDRCR01,WLLWCR01,WAPSI04,BEAVER01,SQWCR02,RAPIDTRB01,SQWCR01,WLLWCR-IC01,LTLSOAP01,WLNTCR01,COFFINSCR01,WNISH01,EBRBVRDAM01,INDCR02,WFCRKDCR01,EINDNCR01,LTLSIOUX03,NSKNK01,SFIOWA01,SLVRCR01,WLFCR01,WNBGORV03,NWLNTCR01,VLGARV02,ENISH01,LTLTKY01,NENGLSH01,WATERMAN01,CLRCRKS02,SHLRK02,KEGCR01,LTLSIOUX02,SSKNK02,DUCKCR01,SSKNK01,DSMNSRV04,NORTHRV01,NFMQKTA01,HNYCRK01,SUGARCR01,SPRNGCRK01,VLGARV03,BEAVER02,DRNGDTCH01,GRANCRK01,SPRINGCR01,LTLASHER01,COONCR01,DYECRK01,BOYERRV02,MADCRK01,FOURMLE01,CEDARCRK01,OCHYDNRV01,WAPSI02,MCHKNCK01,MQKTARV01,MUDCRK01,MQKTARV04,GRNGRCR01,DSMNSRV02,NRCCNRV02,MSQUTOCR02,SRCCNRV01,MADCRK02,WFKLTSIOUX01,WAPSI05,BRCKCMP01,SLOUGHCR01,ROCKCR02,CLRCRK01,BEAVERCRK01,MAPLERV01,ROGERSCR01,NRCCNRV01,PRAIRIECRK01,RCCNRV01,DSMNSRV01,DSMNSRV03,LTLSIOUX05,CTFSHCR01,WLNTCRK01,ROCKCR01,WBFLOYDRV01,BOYERRV01,CAMPCR01,CEDARRV02,RAPIDCR01,GENEVACR01,MSQUTOCR01
04:30:07-05,843.37,1049.32,620.28,1189.35,1057.95,707.59,667.73,966.05,651.68,827.71,909.92,1010.68,929.49,975.12,1104.19,1141.78,965.74,1121.09,1118.24,710.38,756.13,1043.48,5099.42,776.74,199.49,955.22,983.32,748.72,729.25,1026.18,985.85,741.99,763.32,1123.36,1196.23,738.35,690.81,823.81,1136.2,1169.96,804.26,1173.37,1129.89,769.65,916.79,949.18,669.38,968.37,1366.72,1110.77,676.18,1054.14,976.45,1082.33,970.76,1073.3,728.96,686.42,1152.62,763.76,1126.14,666.27,1209.73,1253.21,665.32,793.3,811.13,1367.23,960.48,907.16,954.98,991.72,965.21,834.09,1096.81,844.79,698.26,897.48,738.94,862.11,701.58,1092.2,1087.19,1185.81,768.83,885.12,711.5,1078.61,711.19,737.08,922.88,847.42,1130.85,839.8,810.33,1084.46,777.79,749.25,1125.95,1194.64,824.04,1163.05,1017.27,726.52,758.4,1193.98,634.26,1038.8,910.2,817.24,1082.62,710.24,967.08,821.05,600.34,1045.8,947.82,786.88,878.34,884.2,1062.68,1089.13,932.19,928.29,921.54,1043.93,896.4,947.43,618.45,1081.17,756.66,770.6,731.92,1101.54,738.59,1002,888.42,750.99,872.33,0,645.63,840.06,966.73,913,1106.3,730.66,660.83,885.96,1320.21,809.89,1091.95,1006.01,805.4,1110.75,825.73,847.29,917.59,936.2,691.7,1231.76,770.86,928.77,998.66,1303.55,778.49,616.09,745.61,905.6,764.09,808.17,945.88,631.55,1136.19,1084.15,1037.35,947.51,971.08,778.1,946.08,881.75,1021.53,1059.99,570.52,772.16,667.07,1358.13,665.86,715.24,795.24,816.35,904.87,605.45,888.13,933.14,1078.15,918.37,616.91,1392.26,811.41,990.53,1094.99,1137.04,698.72,974.61,1199.81,1008.04,897.17,738.97,846.39,870.37,996.35,1387.8,606.19,746.44,1026.66,1244.23,1000.85,812.32,718.21,730.56,587.73,991.71
04:15:06-05,843.38,1049.34,620.27,1189.32,1057.98,707.59,667.71,966.05,651.7,827.7,909.92,1010.68,929.5,975.13,1104.19,1141.79,965.73,1121.1,1118.29,710.37,756.14,1043.48,5099.43,776.73,199.52,955.22,983.32,748.71,729.25,1026.21,985.85,741.99,763.33,1123.35,1196.23,738.36,690.75,823.82,1136.19,1169.97,804.27,1173.37,1129.88,769.65,916.79,949.19,669.38,968.38,1366.73,1110.77,676.2,1054.16,976.45,1082.33,970.77,1073.3,728.96,686.43,1152.64,763.74,1126.15,666.27,1209.71,1253.22,665.31,793.3,811.13,1367.23,960.5,907.15,954.98,991.74,965.21,834.07,1096.82,844.8,698.26,897.46,738.93,862.11,701.59,1092.22,1087.19,1185.84,768.83,885.13,711.51,1078.62,711.16,737.08,922.87,847.46,1130.85,839.8,810.33,1084.46,777.81,749.26,1125.95,1194.65,824.04,1163.08,1017.28,726.53,758.4,1193.98,634.26,1038.79,910.18,817.23,1082.63,710.26,967.11,821.04,600.34,1045.79,947.83,786.87,878.35,884.2,1062.68,1089.17,932.2,928.29,921.56,1043.93,896.4,947.41,618.45,1081.17,756.68,770.59,731.92,1101.54,738.58,1002,888.42,750.98,872.29,0,645.62,840.06,966.74,912.99,1106.33,730.66,660.84,885.97,1320.22,809.87,1091.95,1006.04,805.39,1110.74,825.72,847.26,917.61,936.21,691.7,1231.75,770.86,928.77,998.68,1303.54,778.49,616.08,745.6,905.62,764.09,808.18,945.89,631.55,1136.18,1084.14,1037.31,947.47,971.09,778.1,946.09,881.75,1021.53,1059.99,570.47,772.15,667.1,1358.14,665.86,715.24,795.27,816.37,904.86,605.45,888.12,933.15,1078.15,918.39,616.92,1392.27,811.45,990.51,1094.99,1137.06,698.73,974.61,1199.84,1008.04,897.18,738.97,846.4,870.36,996.41,1387.82,606.2,746.44,1026.64,1244.23,1000.85,812.31,718.17,730.55,587.72,991.72
04:00:06-05,843.37,1049.34,620.27,1189.34,1057.96,707.58,667.71,966.05,651.7,827.68,909.92,1010.68,929.51,975.13,1104.19,1141.8,965.71,1121.11,1118.36,710.37,756.16,1043.48,5099.45,776.7,199.51,955.23,983.33,748.69,729.25,1026.22,985.86,741.99,763.39,1123.36,1196.23,738.36,690.81,823.84,1136.1,1169.97,804.26,1173.37,1129.87,769.66,916.8,949.18,669.38,968.35,1366.74,1110.78,676.19,1054.15,976.46,1082.34,970.78,1073.31,728.96,686.43,1152.64,763.76,1126.16,666.28,1208.21,1253.23,665.34,793.3,811.13,1367.23,960.51,907.14,955,991.72,965.22,834.09,1096.82,844.8,698.25,897.43,738.92,862.11,701.59,1092.22,1087.2,1185.86,768.83,885.13,711.5,1078.62,711.19,737.07,922.87,847.48,1130.85,839.79,810.34,1084.47,777.82,749.26,1125.97,1194.65,824.04,1163.08,1017.28,726.52,758.41,1193.97,634.26,1038.79,910.19,817.24,1082.63,710.26,967.09,821.05,600.35,1045.81,947.84,786.88,878.36,884.2,1062.7,1089.16,932.21,928.29,921.56,1043.94,896.4,947.39,618.45,1081.17,756.68,770.58,731.93,1101.54,738.59,1002.01,888.44,750.98,872.32,0,645.63,840.06,966.75,912.98,1106.36,730.67,660.82,885.96,1320.21,809.89,1091.95,1006.06,805.41,1110.74,825.74,847.29,917.59,936.22,691.71,1231.76,770.85,928.76,998.67,1303.54,778.5,616.1,745.61,905.63,764.09,808.18,945.88,631.55,1136.19,1084.12,1037.25,947.43,971.09,778.1,946.09,881.74,1021.53,1059.99,570.47,772.18,667.09,1358.15,665.85,715.24,795.25,816.39,904.87,605.45,888.13,933.16,1078.14,918.39,616.92,1392.26,811.44,990.5,1094.98,1137.06,698.76,974.61,1199.71,1008.04,897.17,738.97,846.39,870.38,996.42,1387.83,606.18,746.45,1026.65,1244.24,1000.85,812.33,718.2,730.55,587.71,991.72
03:45:05-05,843.38,1049.36,620.29,1189.34,1057.94,707.58,667.71,966.05,651.7,827.67,909.92,1010.68,929.52,975.14,1104.19,1141.79,965.71,1121.11,1118.42,710.38,756.18,1043.48,5099.44,776.7,199.53,955.23,983.33,748.66,729.26,1026.22,985.86,742,763.4,1123.37,1196.23,738.35,690.74,823.86,1136.03,1169.97,804.27,1173.38,1129.88,769.65,916.79,949.17,669.38,968.36,1366.74,1110.78,676.19,1054.15,976.46,1082.33,970.79,1073.3,728.97,686.43,1152.62,763.74,1126.16,666.25,1209.73,1253.23,665.33,793.31,811.12,1367.23,960.55,907.13,954.99,991.71,965.22,834.07,1096.82,844.77,698.24,897.47,738.92,862.14,701.59,1092.24,1087.2,1185.85,768.83,885.13,711.48,1078.63,711.21,737.08,922.86,847.49,1130.86,839.8,810.34,1084.46,777.8,749.26,1125.97,1194.66,824.05,1163.07,1017.25,726.51,758.4,1193.97,634.27,1038.8,910.17,817.23,1082.64,710.26,967.09,821.05,600.34,1045.81,947.81,786.87,878.37,884.2,1062.69,1089.13,932.21,928.3,921.57,1043.94,896.39,947.42,618.47,1081.16,756.71,770.59,731.93,1101.54,738.58,1002,888.44,750.99,872.33,0,645.66,840.07,966.75,912.98,1106.4,730.67,660.83,885.98,1320.22,809.9,1091.95,1006.04,805.41,1110.76,825.71,847.3,917.6,936.22,691.7,1231.77,770.86,928.77,998.67,1303.55,778.5,616.09,745.61,905.64,764.08,808.17,945.89,631.55,1136.17,1084.1,1037.21,947.41,971.08,778.12,946.08,881.75,1021.53,1060,570.48,772.18,667.09,1358.15,665.86,715.24,795.25,816.42,904.86,605.45,888.14,933.15,1078.13,918.38,616.93,1392.26,811.44,990.49,1094.99,1137.08,698.8,974.61,1199.79,1008.05,897.19,738.97,846.39,870.36,996.38,1387.85,606.18,746.47,1026.65,1244.23,1000.86,812.34,718.22,730.55,587.71,991.72
03:30:04-05,843.38,1049.35,620.28,1189.36,1057.94,707.61,667.71,966.06,651.7,827.64,909.92,1010.68,929.53,975.14,1104.2,1141.79,965.7,1121.11,1118.48,710.38,756.18,1043.47,5099.43,776.7,199.52,955.24,983.31,748.62,729.25,1026.21,985.86,742.01,763.34,1123.37,1196.23,738.35,690.83,823.88,1135.95,1169.97,804.27,1173.37,1129.87,769.67,916.8,949.17,669.38,968.37,1366.74,1110.78,676.19,1054.15,976.47,1082.34,970.79,1073.3,728.96,686.44,1152.64,763.73,1126.16,666.28,1208.21,1253.24,665.34,793.29,811.13,1367.23,960.57,907.13,955,991.71,965.21,834.09,1096.8,844.79,698.25,897.4,738.91,862.11,701.6,1092.25,1087.2,1185.85,768.83,885.13,711.47,1078.63,711.22,737.07,922.85,847.49,1130.85,839.78,810.34,1084.46,777.8,749.25,1125.98,1194.64,824.05,1163.08,1017.23,726.53,758.4,1193.98,634.27,1038.79,910.18,817.24,1082.66,710.26,967.09,821.05,600.35,1045.82,947.82,786.88,878.37,884.2,1062.68,1089.13,932.2,928.29,921.55,1043.92,896.42,947.43,618.45,1081.14,756.69,770.57,731.94,1101.54,738.61,1002,888.45,750.98,872.32,0,645.65,840.06,966.76,912.98,1106.44,730.67,660.83,885.97,1320.24,809.89,1091.96,1006.04,805.39,1110.76,825.71,847.25,917.62,936.21,691.71,1231.77,770.86,928.77,998.69,1303.55,778.51,616.11,745.62,905.63,764.08,808.17,945.89,631.55,1136.19,1084.08,1037.21,947.4,971.06,778.12,946.09,881.75,1021.54,1059.99,570.49,772.15,667.1,1358.14,665.87,715.22,795.26,816.43,904.87,605.45,888.14,933.16,1078.14,918.38,616.94,1392.25,811.45,990.48,1095,1137.07,698.81,974.62,1199.76,1008.05,897.18,738.98,846.42,870.37,996.42,1387.85,606.19,746.49,1026.66,1244.23,1000.86,812.31,718.27,730.55,587.71,991.7
03:15:03-05,843.38,1049.35,620.29,1189.38,1057.96,707.59,667.71,966.05,651.71,827.62,909.93,1010.68,929.54,975.13,1104.21,1141.81,965.7,1121.1,1118.5,710.37,756.19,1043.47,5099.41,776.69,199.51,955.24,983.32,748.59,729.25,1026.22,985.87,742,763.36,1123.36,1196.24,738.36,690.83,823.89,1135.95,1169.97,804.28,1173.38,1129.9,769.67,916.79,949.18,669.37,968.38,1366.75,1110.79,676.17,1054.14,976.46,1082.35,970.78,1073.3,728.95,686.43,1152.63,763.73,1126.17,666.27,1209.72,1253.24,665.33,793.3,811.13,1367.25,960.59,907.13,954.97,991.7,965.18,834.08,1096.81,844.79,698.25,897.48,738.9,862.11,701.59,1092.25,1087.19,1185.84,768.83,885.15,711.45,1078.63,711.31,737.07,922.83,847.5,1130.86,839.8,810.34,1084.46,777.82,749.26,1125.95,1194.65,824.05,1163.07,1017.23,726.52,758.4,1193.98,634.27,1038.8,910.17,817.22,1082.67,710.26,967.09,821.04,600.35,1045.78,947.81,786.88,878.34,884.2,1062.71,1089.12,932.21,928.3,921.56,1043.94,896.42,947.43,618.46,1081.18,756.68,770.58,731.94,1101.55,738.6,1001.99,888.47,750.98,872.34,0,645.66,840.06,966.77,912.97,1106.48,730.66,660.84,885.95,1320.24,809.9,1091.96,1006.05,805.4,1110.77,825.72,847.26,917.6,936.23,691.72,1231.77,770.87,928.77,998.67,1303.56,778.5,616.08,745.63,905.63,764.08,808.18,945.88,631.55,1136.19,1084.05,1037.21,947.39,971.04,778.13,946.09,881.74,1021.54,1060,570.5,772.16,667.07,1358.15,665.86,715.21,795.25,816.46,904.86,605.45,888.14,933.15,1078.12,918.38,616.94,1392.25,811.42,990.46,1094.98,1137.07,698.82,974.61,1199.79,1008.06,897.18,738.97,846.41,870.39,996.45,1387.82,606.2,746.48,1026.66,1244.25,1000.86,812.32,718.22,730.55,587.71,991.72
03:00:03-05,843.38,1049.35,620.29,1189.35,1057.97,707.59,667.72,966.06,651.71,827.58,909.93,1010.68,929.55,975.13,1104.22,1141.8,965.67,1121.11,1118.5,710.37,756.19,1043.48,5099.43,776.69,199.52,955.24,983.32,748.56,729.26,1026.21,985.87,742.01,763.34,1123.38,1196.25,738.36,690.84,823.89,1135.92,1169.97,804.27,1173.37,1129.89,769.66,916.8,949.18,669.37,968.34,1366.74,1110.8,676.13,1054.16,976.47,1082.36,970.79,1073.31,728.96,686.45,1152.64,763.75,1126.17,666.28,1209.74,1253.24,665.33,793.33,811.12,1367.25,960.6,907.14,954.99,991.71,965.16,834.08,1096.81,844.8,698.25,897.46,738.88,862.11,701.57,1092.26,1087.19,1185.83,768.84,885.16,711.42,1078.63,711.26,737.07,922.82,847.51,1130.86,839.78,810.34,1084.47,777.81,749.26,1125.97,1194.66,824.06,1163.08,1017.24,726.52,758.42,1193.98,634.27,1038.81,910.22,817.25,1082.69,710.26,967.09,821.05,600.36,1045.79,947.82,786.88,878.36,884.21,1062.69,1089.12,932.21,928.3,921.55,1043.95,896.4,947.43,618.46,1081.15,756.66,770.59,731.95,1101.56,738.61,1002,888.45,750.98,872.34,0,645.63,840.07,966.79,912.98,1106.51,730.66,660.83,885.98,1320.23,809.9,1091.96,1006.08,805.41,1110.75,825.71,847.25,917.61,936.21,691.73,1231.78,770.87,928.78,998.66,1303.54,778.5,616.1,745.62,905.63,764.08,808.16,945.89,631.55,1136.16,1084.03,1037.21,947.4,971.02,778.13,946.09,881.75,1021.53,1059.98,570.5,772.18,667.09,1358.14,665.87,715.18,795.26,816.48,904.86,605.45,888.13,933.15,1078.14,918.38,616.95,1392.25,811.42,990.46,1094.99,1137.05,698.83,974.61,1199.79,1008.08,897.17,738.98,846.41,870.38,996.37,1387.84,606.19,746.47,1026.67,1244.24,1000.86,812.32,718.23,730.54,587.7,991.73
02:45:02-05,843.39,1049.34,620.28,1189.35,1057.98,707.6,667.72,966.05,651.71,827.54,909.92,1010.68,929.56,975.14,1104.22,1141.8,965.66,1121.1,1118.46,710.37,756.18,1043.46,5099.43,776.69,199.48,955.24,983.32,748.54,729.25,1026.18,985.87,742.01,763.35,1123.37,1196.23,738.36,690.82,823.95,1135.89,1169.97,804.26,1173.39,1129.89,769.66,916.8,949.19,669.37,968.35,1366.75,1110.79,676.1,1054.15,976.45,1082.37,970.78,1073.31,728.96,686.46,1152.65,763.74,1126.17,666.29,1209.75,1253.23,665.34,793.29,811.1,1367.25,960.62,907.16,954.98,991.7,965.14,834.11,1096.81,844.8,698.26,897.49,738.86,862.1,701.55,1092.26,1087.2,1185.83,768.84,885.15,711.42,1078.63,711.3,737.07,922.81,847.51,1130.86,839.79,810.35,1084.46,777.81,749.27,1125.96,1194.65,824.05,1163.11,1017.23,726.53,758.41,1193.98,634.28,1038.8,910.18,817.25,1082.69,710.28,967.07,821.06,600.36,1045.8,947.83,786.88,878.37,884.21,1062.67,1089.12,932.21,928.3,921.57,1043.94,896.41,947.43,618.46,1081.17,756.67,770.6,731.96,1101.55,738.62,1002.01,888.46,750.98,872.33,0,645.63,840.07,966.78,912.97,1106.55,730.66,660.84,885.97,1320.25,809.88,1091.96,1006.08,805.39,1110.77,825.71,847.26,917.61,936.21,691.74,1231.78,770.86,928.78,998.67,1303.55,778.5,616.09,745.63,905.63,764.07,808.18,945.89,631.54,1136.17,1084,1037.21,947.4,971,778.12,946.09,881.75,1021.55,1059.99,570.49,772.18,667.1,1358.15,665.88,715.16,795.26,816.48,904.86,605.45,888.14,933.16,1078.16,918.38,616.94,1392.25,811.4,990.44,1094.98,1137.05,698.84,974.61,1199.79,1008.08,897.19,738.99,846.41,870.38,996.37,1387.85,606.2,746.44,1026.68,1244.25,1000.86,812.32,718.21,730.54,587.7,991.72
02:30:01-05,843.38,1049.33,620.28,1189.34,1057.97,707.59,667.72,966.03,651.71,827.51,909.93,1010.68,929.56,975.14,1104.22,1141.8,965.64,1121.11,1118.48,710.38,756.17,1043.48,5099.43,776.69,199.51,955.22,983.33,748.54,729.25,1026.23,985.87,742,763.37,1123.36,1196.24,738.35,690.82,823.96,1135.92,1169.96,804.27,1173.39,1129.91,769.67,916.81,949.17,669.38,968.34,1366.75,1110.8,676.05,1054.15,976.45,1082.37,970.78,1073.31,728.96,686.44,1152.64,763.76,1126.17,666.28,1209.75,1253.2,665.34,793.3,811.11,1367.25,960.62,907.2,954.98,991.71,965.13,834.1,1096.82,844.79,698.25,897.46,738.83,862.13,701.54,1092.27,1087.19,1185.83,768.84,885.15,711.46,1078.62,711.37,737.07,922.81,847.51,1130.86,839.78,810.35,1084.46,777.81,749.26,1125.97,1194.65,824.06,1163.1,1017.23,726.53,758.4,1193.99,634.26,1038.8,910.2,817.23,1082.7,710.27,967.09,821.05,600.35,1045.8,947.81,786.89,878.36,884.21,1062.7,1089.12,932.22,928.3,921.59,1043.94,896.39,947.43,618.46,1081.17,756.64,770.59,731.95,1101.56,738.63,1002.02,888.46,750.98,872.34,0,645.62,840.07,966.79,912.97,1106.59,730.66,660.85,885.97,1320.25,809.91,1091.95,1006.09,805.4,1110.78,825.72,847.27,917.59,936.21,691.73,1231.77,770.87,928.79,998.68,1303.56,778.51,616.09,745.63,905.63,764.07,808.18,945.88,631.55,1136.15,1083.99,1037.21,947.41,971,778.11,946.09,881.75,1021.55,1059.98,570.48,772.18,667.1,1358.14,665.88,715.16,795.27,816.49,904.88,605.45,888.15,933.16,1078.14,918.38,616.94,1392.26,811.42,990.43,1094.98,1137.05,698.86,974.63,1199.76,1008.09,897.18,738.99,846.44,870.39,996.4,1387.85,606.19,746.42,1026.68,1244.25,1000.86,812.32,718.24,730.55,587.68,991.73
02:15:00-05,843.39,1049.35,620.29,1189.35,1057.99,707.6,667.72,966.03,651.7,827.43,909.92,1010.68,929.56,975.13,1104.22,1141.81,965.63,1121.11,1118.52,710.37,756.18,1043.5,5099.45,776.69,199.51,955.22,983.34,748.5,729.25,1026.2,985.88,742.01,763.37,1123.37,1196.26,738.36,690.81,823.95,1135.93,1169.99,804.27,1173.4,1129.92,769.67,916.81,949.18,669.37,968.35,1366.75,1110.8,675.99,1054.15,976.46,1082.39,970.79,1073.31,728.96,686.43,1152.65,763.73,1126.18,666.28,1209.75,1253.2,665.34,793.29,811.11,1367.24,960.63,907.21,954.98,991.7,965.11,834.09,1096.8,844.79,698.25,897.46,738.81,862.1,701.52,1092.28,1087.2,1185.85,768.86,885.14,711.5,1078.63,711.41,737.07,922.79,847.51,1130.87,839.79,810.35,1084.47,777.81,749.25,1125.98,1194.66,824.06,1163.11,1017.23,726.52,758.41,1193.99,634.28,1038.81,910.19,817.24,1082.69,710.28,967.08,821.06,600.35,1045.81,947.83,786.88,878.36,884.2,1062.7,1089.12,932.23,928.3,921.58,1043.94,896.41,947.45,618.46,1081.19,756.57,770.6,731.95,1101.56,738.63,1002.02,888.45,750.98,872.31,0,645.63,840.09,966.78,912.96,1106.6,730.66,660.85,885.98,1320.25,809.91,1091.97,1006.1,805.41,1110.77,825.71,847.28,917.6,936.21,691.72,1231.78,770.85,928.79,998.69,1303.56,778.5,616.09,745.64,905.63,764.07,808.17,945.88,631.55,1136.17,1084,1037.21,947.41,970.99,778.1,946.09,881.75,1021.55,1060,570.47,772.19,667.1,1358.14,665.88,715.16,795.27,816.49,904.86,605.45,888.13,933.16,1078.13,918.37,616.95,1392.27,811.45,990.41,1094.98,1137.06,698.86,974.65,1199.76,1008.1,897.2,738.98,846.39,870.38,996.45,1387.85,606.2,746.43,1026.68,1244.26,1000.87,812.33,718.24,730.54,587.7,991.74
02:00:14-05,843.4,1049.36,620.3,1189.35,1057.98,707.6,667.72,966.03,651.71,827.34,909.93,1010.69,929.57,975.14,1104.22,1141.81,965.65,1121.11,1118.52,710.35,756.19,1043.47,5099.44,776.69,199.5,955.24,983.34,748.44,729.25,1026.19,985.87,742.02,763.4,1123.37,1196.25,738.36,690.82,823.96,1135.97,1169.97,804.27,1173.39,1129.92,769.67,916.81,949.2,669.37,968.35,1366.76,1110.8,675.96,1054.16,976.46,1082.39,970.79,1073.32,728.98,686.44,1152.67,763.74,1126.19,666.28,1208.28,1253.23,665.33,793.31,811.11,1367.26,960.64,907.22,954.99,991.72,965.11,834.11,1096.8,844.81,698.26,897.47,738.79,862.1,701.5,1092.29,1087.2,1185.85,768.84,885.11,711.51,1078.63,711.45,737.07,922.78,847.52,1130.89,839.78,810.36,1084.46,777.8,749.24,1125.98,1194.64,824.06,1163.12,1017.24,726.53,758.39,1194,634.29,1038.8,910.18,817.24,1082.67,710.3,967.08,821.05,600.35,1045.8,947.8,786.88,878.36,884.21,1062.7,1089.11,932.24,928.3,921.58,1043.92,896.4,947.45,618.46,1081.2,756.55,770.59,731.95,1101.57,738.62,1002.02,888.46,750.99,872.32,0,645.63,840.07,966.79,912.98,1106.61,730.67,660.84,885.97,1320.25,809.88,1091.98,1006.09,805.4,1110.78,825.72,847.27,917.58,936.22,691.72,1231.77,770.86,928.79,998.69,1303.56,778.51,616.09,745.64,905.65,764.09,808.17,945.88,631.55,1136.16,1084.01,1037.22,947.4,970.98,778.09,946.09,881.75,1021.54,1060.01,570.48,772.17,667.1,1358.15,665.88,715.17,795.27,816.49,904.87,605.44,888.14,933.16,1078.16,918.38,616.95,1392.28,811.44,990.39,1094.98,1137.05,698.86,974.66,1199.72,1008.1,897.19,738.97,846.43,870.39,996.4,1387.84,606.19,746.44,1026.7,1244.26,1000.87,812.31,718.24,730.56,587.68,991.73
01:45:13-05,843.4,1049.35,620.28,1189.38,1057.97,707.57,667.72,966.04,651.71,827.29,909.92,1010.69,929.57,975.15,1104.22,1141.81,965.67,1121.14,1118.51,710.36,756.19,1043.49,5099.44,776.7,199.51,955.26,983.35,748.38,729.25,1026.2,985.87,742.02,763.38,1123.35,1196.25,738.36,690.83,823.95,1136.01,1169.98,804.28,1173.39,1129.92,769.68,916.8,949.19,669.37,968.37,1366.75,1110.81,675.94,1054.16,976.46,1082.4,970.79,1073.32,729.01,686.43,1152.67,763.74,1126.19,666.27,1208.27,1253.23,665.36,793.29,811.11,1367.26,960.61,907.22,954.99,991.71,965.17,834.1,1096.8,844.78,698.26,897.47,738.79,862.12,701.5,1092.29,1087.2,1185.86,768.85,885.13,711.53,1078.64,711.48,737.07,922.78,847.52,1130.89,839.79,810.37,1084.47,777.81,749.26,1125.97,1194.66,824.06,1163.11,1017.25,726.54,758.41,1194.01,634.28,1038.81,910.19,817.23,1082.65,710.29,967.08,821.06,600.35,1045.8,947.83,786.88,878.38,884.21,1062.7,1089.11,932.23,928.3,921.58,1043.92,896.4,947.47,618.46,1081.2,756.55,770.59,731.95,1101.57,738.63,1002,888.46,750.98,872.34,0,645.63,840.09,966.79,912.96,1106.58,730.67,660.83,885.97,1320.26,809.88,1091.98,1006.09,805.42,1110.79,825.74,847.22,917.59,936.23,691.73,1231.77,770.86,928.79,998.7,1303.58,778.51,616.09,745.64,905.65,764.09,808.16,945.89,631.55,1136.16,1084.03,1037.22,947.4,970.97,778.08,946.09,881.76,1021.55,1060,570.49,772.18,667.09,1358.15,665.89,715.19,795.29,816.49,904.87,605.45,888.16,933.16,1078.19,918.38,616.94,1392.28,811.44,990.34,1094.98,1137.05,698.87,974.65,1199.77,1008.1,897.18,738.97,846.43,870.37,996.4,1387.87,606.2,746.43,1026.69,1244.27,1000.87,812.31,718.25,730.55,587.69,991.73
